osm_id,latitude,longitude,name,shop_type,amenity,opening_hours
9462619531,-0.100981,34.7687683,Velma Tailoring,tailor,,"Mo-Fr,Su 08:00-19:00"
9462619539,-0.124959,34.7556517,Mama Shammah Tailoring,tailor,,"Mo-Fr,Su"
9462619547,-0.09693,34.75416,Kamas Kisumu,tailor,,Mo-Su 07:00-18:00
9462619554,-0.0598471,34.779653,Beatrice Enterprises Limited,chemist,,Mo-Sa 08:00-18:00
9462619561,-0.0802838,34.771801,Shalom Tailoring Shop,tailor,,Mo-Sa 08:00-18:00
9462619565,-0.0254993,34.7475992,Samaria Tailoring,tailor,,Mo-Sa 08:00-17:00
9462619572,-0.1130357,34.7654592,Alego Fasion,tailor,,Mo-Sa 08:00-18:00
9462619579,-0.0736545,34.7099109,Winrose Enterprise,tailor,,Mo-Sa 09:00-18:00
9462619584,-0.0709432,34.8108775,Japolo Tailor Shop,tailor,,Mo-Sa 07:00-20:00
9462619589,-0.0483911,34.8105754,Guba Tailoring Shop,tailor,,Mo-Sa 19:00-17:00
9462619593,-0.0957853,34.7834537,Brembo Tailor Shop,tailor,,Mo-Su 07:00-20:00
9462619594,-0.0626075,34.7776702,Pam Tailoring Shop,tailor,,"Mo-Fr,Su 08:30-17:30"
9462619596,-0.0927696,34.7760204,Nya-ukwala Tailoring And Dressmaking,tailor,,Mo-Su 11:00-18:00
9462619597,-0.0381847,34.6802463,Crival House Of Beauty,tailor,,Mo-Sa 08:00-17:00
9462682156,-0.1009494,34.7504796,Oriwo Shop,tailor,,Mo-Sa 08:00-16:00
9462682158,-0.0246893,34.7474379,Mona General Merchants,tailor,,Mo-Sa 07:00-19:00
9462682162,-0.0862831,34.7412319,Equitor Bottlers,chemist,,Mo-Su 08:00-17:00
9462682165,-0.0965653,34.7759737,Kasavana Textile,tailor,,Mo-Sa 09:00-18:30
9462682182,-0.1269468,34.7537367,Mama Tailoring,tailor,,Mo-Sa
9462682188,-0.1205949,34.7545309,Joel Enterprise,chemist,,"Mo-Fr,Su"
9462682193,-0.1558001,34.8632463,Upendo Tailoring,tailor,,Mo-Su 06:00-19:00
9462682199,-0.0996674,34.7545516,Kisumu Curtain Centre,curtain,,"Mo-Th,Sa,Su 08:00-21:00"
9462682200,-0.0960191,34.7548704,Isumu Home Tailoring,tailor,,Mo-Sa 07:00-19:00
9462682201,-0.1169505,34.759302,Flozy Detergent,chemist,,"Mo-Fr,Su"
9462682202,-0.0985375,34.7673744,Skamart Fashion And Design,tailor,,Mo-Su 08:00-17:00
9462682204,-0.0357027,34.7036716,Gumba Tailoring Solutions,tailor,,Mo-Sa 08:00-18:00
9462682210,-0.0886721,34.7759918,Phenny Tailor Shop,tailor,,Mo-Sa 07:00-19:00
9462682216,-0.0729642,34.7877973,Akinyi Tailoring,tailor,,"Mo-Fr,Su 07:00-18:00"
9462682918,-0.1009915,34.7612167,Industrial Detergent,chemist,,Mo-Sa 08:00-20:00
9462682922,-0.1000958,34.7552471,Nuyuseba Tailoring And Curtain Shop,tailor,,"Mo-Th,Sa, Su 08:00-18:00"
9462682924,-0.0977949,34.7754384,Faraja Solutions,tailor,,Mo-Fr 08:00-17:00
9462682926,-0.1130299,34.765803,Judy's Shop,chemist,,"Mo-Fr,Su 10:00-16:00"
9462682935,-0.0597535,34.7711647,Lake Basin Tailoring,tailor,,"Mo-Fr,Su 07:00-19:00"
9462682937,-0.0755942,34.7088212,Victoria Fusion,tailor,,Mo-Sa 10:00-18:00
9462682944,-0.0830757,34.7787198,Dorothy Amayamu,chemist,,"Tu,Fr sunset-sunrise open"
9462682945,-0.0980451,34.7531688,Amito Stores,tailor,,Mo-Fr 08:00-17:00
9462682949,-0.0243167,34.7473049,Millicent Tailoring Shop,tailor,,Mo-Sa 19:00-17:00
9462682958,-0.0713861,34.8085695,Carol Tailoring Shop,tailor,,"Mo,We,Su"
9462682960,-0.0798901,34.7749948,Ben Dressmaking,tailor,,Mo-Sa 08:00-17:00
9462682963,-0.0830025,34.7706262,Maurice Cleaners,chemist,,"Mo-Fr,Su"
9462682964,-0.1128808,34.7656264,Buddies,tailor,,Mo-Sa 09:00-18:00
9462682965,-0.0874774,34.7756869,Tailoring Shop,tailor,,Mo-Fr 08:00-18:00
9462682971,-0.0783386,34.7891637,In Style Fashion,tailor,,Mo-Sa 09:00-17:00
9462682982,-0.1165101,34.7872074,Candy's Fashion House,tailor,,Mo-Sa 08:00-18:00
9462682987,-0.1118395,34.7670215,Eric Fitting,tailor,,Mo-Sa 08:00-21:00
9462682989,-0.0250506,34.7474314,Osumo Stores,tailor,,Mo-Sa 09:00-17:30
9462682997,-0.1103208,34.7692456,Nyangera Tailoring,tailor,,Mo-Sa 07:00-19:00
9462682998,-0.05738,34.7826752,Linet Oliech,chemist,,Mo-Sa 08:00-18:00
9462682999,-0.0362619,34.7033381,Pamela Tailoring Shop,tailor,,Mo-Sa 08:00-18:00
9462683006,-0.0578029,34.7852297,Rose Bella,chemist,,Mo-Su 09:00-18:00
9462683010,-0.1673337,34.7929112,Vincent Tailoring Shop,tailor,,Mo-Sa 08:00-18:00
9462683012,-0.0794185,34.7769798,Mama Tim Tailoring Shop,tailor,,Mo-Sa 08:00-17:00
9462683013,-0.0972843,34.7538155,Njema Atieno,tailor,,Mo-Sa 06:00-20:00
9462683016,-0.0977341,34.7735856,Davis Tailoring Shop,tailor,,"Mo-Fr,Su 08:00-17:00"
9462683018,-0.0951112,34.7804252,Mama Cheryl Tailoring Shop,tailor,,Mo-Fr 08:00-18:00
9462683019,-0.0956644,34.767326,Lily School Of Dress Making,tailor,,"Mo-Fr,Su 08:00-18:00"
9462683022,-0.0951925,34.780423,Koleta Shop,tailor,,Mo-Fr 09:00-18:00
9462683023,-0.0977186,34.77812,No Name Yet,tailor,,"Mo-Fr,Su 09:00-18:00"
9462683030,-0.0808516,34.7822918,Nyasuba Tailors,tailor,,Mo-Sa 08:00-18:00
9462683034,-0.0737358,34.7801608,J L Tailoring,tailor,,Mo-Su 08:00-20:00
9462683035,-0.0573652,34.7826732,Linet Oliech,tailor,,Mo-Sa 08:00-18:00
9465883823,-0.0870287,34.7786919,Everlyn,tailor,,Mo-Sa 08:00-18:00
9465883829,-0.0965652,34.7536481,Otieno Oyoo Street Cap,tailor,,Mo-Su 08:00-19:00
9465883831,-0.0956644,34.767326,C And S Tailoring And Design,tailor,,Mo-Sa 08:00-18:00
9465883833,-0.1297418,34.7456278,Salon & Dress Making,tailor,,"Mo-Fr,Su"
9465883834,-0.0755466,34.7086504,Mary Tailoring Shop,tailor,,Mo-Sa 08:00-18:00
9465883837,-0.0808053,34.7709915,God Is Great Fashion And Design,tailor,,Mo-Sa 07:00-17:00
9465883842,-0.098175,34.771862,Thomas Bonyo,tailor,,Mo-Sa 08:00-17:00
9465883844,-0.0710553,34.8108474,Otieno Tailor Shop,tailor,,Mo-Sa 07:00-20:00
9465883845,-0.1488523,34.8268672,Millicent Atieno,tailor,,Mo-Sa 07:00-18:00
9465883846,-0.0759463,34.7849521,Tabitha Tailoring,tailor,,"Mo-Fr,Su 09:00-18:00"
9465883848,-0.0882825,34.7756687,Kwang'a Tailoring Shop,tailor,,Mo-Sa 08:00-20:00
9465883849,-0.1254232,34.7534389,Mama Richy Workshop,tailor,,Mo-Sa
9465883855,-0.0885659,34.7815017,Kona Maji Taloring Shop,tailor,,Mo-Sa 08:00-19:00
9465883861,-0.0823498,34.7756884,Lohman Chemicals,chemist,,Mo-Sa
9465883863,-0.1254225,34.7534898,Mama Alpha Tailoring Shop,tailor,,Mo-Sa
9465883868,-0.0976215,34.7535816,Galaiya Stores,model,,Mo-Sa 08:30-17:00
9465883869,-0.1296197,34.7456371,House,chemist,,"Mo,We,Fr"
9465883870,-0.0759706,34.7085891,Opendo Tailoring,tailor,,Mo-Sa 06:00-18:00
9465883875,-0.124715,34.7530067,Goreti Shop,chemist,,"Mo-Fr,Su"
9465883876,-0.1431923,34.736935,Dunga Jcc Tailoring,tailor,,Mo-Sa 09:00-18:00
9465883887,-0.1258033,34.75386,Alice Apparel,tailor,,"Mo-Fr,Su"
9465883900,-0.0766375,34.7775038,Cyneth Home Wash,chemist,,
9465883901,-0.0829266,34.7785549,Winfrida Ochieng,chemist,,Mo-Fr 09:00-17:00
9465883903,-0.0841129,34.7795123,Mama Lucy Tailoring Shop,tailor,,Mo-Sa 09:00-18:00
9465883904,-0.0826087,34.7797533,Beatrice,chemist,,Mo-Su 08:00-18:00
9465883905,-0.156904,34.8624834,Ka Joseph Odongo Tailoring,tailor,,Mo-Sa 08:00-18:00
9465883908,-0.0710886,34.8091544,Aluoch Tailor Shop,tailor,,Mo-Sa 08:00-19:00
9465883913,-0.0996167,34.8468583,Mama Hawking Tailoring,tailor,,Mo-Su 08:00-19:00
9465883916,-0.1157075,34.7640827,Jane Tailoring Shop,tailor,,Mo-Sa 09:00-18:00
9465905617,-0.09689,34.755765,Jua.Kali,tailor,,Mo-Su 06:00-20:00
9465905627,-0.0775079,34.6897994,Christine Salon And Tailoring,tailor,,Mo-Sa 07:00-18:00
9465905631,-0.0955791,34.7682119,Gemimo Uniform Centre,tailor,,Mo-Su 08:00-18:00
9465905632,-0.0756416,34.7767781,Abbi Creation,tailor,,Mo-Fr 08:00-17:00
9465905633,-0.0491392,34.8098908,Steve Tailoring,tailor,,Mo-Su 08:00-18:00
9465905634,-0.0389202,34.7582013,Annah Tailoring Shop,tailor,,Mo-Sa 09:00-17:00
9465905635,-0.131362,34.744488,Kawuon Nyarombo,tailor,,Mo-Sa
9465905636,-0.0949876,34.7801283,Home Based,chemist,,Mo-Sa 08:00-19:00
9465905637,-0.0830158,34.8002191,Linet Atieno Omollo,chemist,,Mo-Sa 08:00-18:00
9465905639,-0.097665,34.7781207,Gasia Tailoring,tailor,,"Mo-Fr,Su 08:00-17:00"
9465905645,-0.0906073,34.7760198,Sarah's Tailoring Shop,tailor,,Mo-Fr 09:00-18:00
9465905648,-0.0978843,34.7529455,Gillies Opiyo Tailoring,tailor,,"Mo-Fr,Su 08:00-18:00"
9465905655,-0.1271862,34.7481712,Mama Vivian Tailoring Workshop,tailor,,Mo-Sa
9465905657,-0.1304639,34.7449422,Jabetun Tailoring Shop,tailor,,"Mo-Fr,Su 09:00-17:00"
9465905658,-0.0585637,34.7850315,Nyabera Textile And Tailoring Shop,tailor,,Mo-Sa 07:00-18:00
9465905659,-0.0544187,34.7533429,Vincent Oloo,tailor,,"Mo-Fr,Su 08:00-17:00"
9465905661,-0.0967368,34.7810021,Dorcass,chemist,,Mo-Su
9465905667,-0.0798917,34.7671867,Doris Tailor Shop,tailor,,Mo-Sa 08:00-19:00
9465905670,-0.1251001,34.7535397,Ka Jasongo Tailoring Shop,tailor,,"Mo-Fr,Su"
9465905673,-0.089068,34.7800314,Ash And Jill,tailor,,Mo-Sa 09:00-18:00
9465905676,-0.0709799,34.8103424,Sakina Tailor Shop,tailor,,Mo-Sa 07:00-19:00
9465905684,-0.0612756,34.767033,Cannan Tailoring,tailor,,Mo-Sa 08:00-18:00
9465905686,-0.0250353,34.7470989,Joyliz Tailoring Shop,tailor,,Mo-Sa 08:00-17:00
9465905691,-0.0870762,34.7768137,Donnel,tailor,,Mo-Sa 08:00-17:00
9465905694,-0.0999778,34.7548812,Nubrak Tailoring Shop,tailor,,Mo-Su sunset-sunrise open
9465905701,-0.0800932,34.7669261,Vincent Tailor Shop,tailor,,Mo-Su 08:00-19:00
9465905709,-0.0970092,34.7780773,Nyakwara Tailoring Ltd,tailor,,Mo-Sa 08:00-18:30
9465905710,-0.0552957,34.7823422,Majiwa Tailoring,tailor,,Mo-Sa 08:00-18:00
9465905715,-0.038547,34.680426,Mama Shan Tailoring Shop.,tailor,,Mo-Sa 09:00-17:30
9465905718,-0.124629,34.7587865,Nyamalo Tailoring,tailor,,Mo-Sa
9465905723,-0.1234288,34.7548891,Min Senji,tailor,,Mo-Sa 10:00-19:00
9465905727,-0.1499101,34.8258436,Ka Min Beff Tailoring,tailor,,Mo-Sa 08:00-19:00
9465905734,-0.0999913,34.7548728,Mega Tailoring Shop,tailor,,"Mo-Th,Sa,Su 07:00-21:00"
9465905742,-0.1264517,34.7598031,Mama Shalloh,tailor,,Mo-Fr
9465905743,-0.0252458,34.7471184,Jomaha Tailoring Shop,tailor,,Mo-Sa 08:00-17:30
9465905746,-0.0357525,34.704283,Jandori Juma Tailoring,tailor,,Mo-Sa 08:00-18:00
9465905755,-0.0257337,34.7488139,Elelyon Tailoring And Boutique,tailor,,"Tu,We,Fr,Sa,Su 08:00-18:00"
9465905758,-0.0552059,34.7822404,Jasuba Tailoring,tailor,,Mo-Sa 08:00-18:00
9465905759,-0.0713412,34.81102,Daktari Garment And Tailoring,tailor,,Mo-Sa 07:00-20:00
9465905760,-0.081379,34.7719038,Mama Obuya,tailor,,Mo-Sa 08:00-18:00
9465905761,-0.0814662,34.7653854,Ziki,chemist,,Mo-Su 07:00-18:00
9465905764,-0.12578,34.75385,Aqua Foss,chemist,,"Mo-Fr,Su"
9465905766,-0.0907068,34.7760934,Sarah Tailor Shop,tailor,,Mo-Su 07:00-19:00
9465905768,-0.0987873,34.7781211,Kabobo Tailoring Shop,tailor,,Mo-Sa
9465905769,-0.1176661,34.7592865,Fifi Detergents,chemist,,"Mo-Fr,Su"
9465905775,-0.0994343,34.8463916,Rambles Tailoring,tailor,,Mo-Sa 08:00-19:00
9465905781,-0.1228911,34.7521446,Leah Tailoring Workshop,tailor,,Mo-Sa
9465905785,-0.0877682,34.7808874,Willis Fashions,tailor,,Mo-Sa 09:00-17:00
9465905787,-0.124716,34.7585988,Liz Tailoring Shop,tailor,,"Mo-Fr,Su"
9465905791,-0.0535953,34.7926156,Migeni Tailoring Shop,tailor,,Mo-Sa 08:00-18:30
9465905794,-0.0244488,34.7454995,No Name Yet,tailor,,Mo-Sa 08:00-18:00
9465905802,-0.0960191,34.7548704,Odongo Welding,tailor,,Mo-Su 07:00-20:00
9465905803,-0.0877763,34.7793798,Micha Tailoring Shop,tailor,,Mo-Sa 08:00-17:00
9465905804,-0.1179682,34.7588601,Mama Don Apparel,tailor,,Mo-Fr
9465905805,-0.1312833,34.7444188,Baba Nyarombo Tailoring,tailor,,Mo-Su 09:00-18:00
9467664683,-0.0814732,34.7816278,Cadra,chemist,,Mo-Su 10:00-18:00
9467664686,-0.0784017,34.7696933,Scovia Tailor Shop,tailor,,Mo-Sa 08:00-19:00
9467664687,-0.0956644,34.767326,Mama Mike Tailoring,tailor,,Mo-Sa 07:00-20:00
9467664690,-0.1266185,34.7526538,Nyagwasi Designs,tailor,,"Mo-Fr,Su 09:00-18:00"
9467664696,-0.1230792,34.7547922,Ambogo Workshop,tailor,,Mo-Sa 08:00-18:00
9467664701,-0.1132099,34.765869,Achieng,tailor,,Mo-Sa
9467664702,-0.120614,34.754366,Dee Biz,chemist,,"Mo-Fr,Su"
9467664703,-0.1109122,34.768378,Eva's Shop,tailor,,"Mo-Fr,Su 08:00-18:00"
9467664707,-0.1245771,34.7536641,Gracious Designs,tailor,,"Mo-Fr,Su 09:00-18:00"
9467664714,-0.0755554,34.7808022,Samuel Tailoring,tailor,,Mo-Su 08:00-18:00
9467698819,-0.0974172,34.7759065,Aduda Workshop,tailor,,Mo-Sa 19:00-17:00
9467698820,-0.0830845,34.8001846,Obonyo Tailoring,tailor,,Mo-Su 08:00-18:00
9467698824,-0.0820667,34.7648133,Maureen Tailoring Shop,tailor,,Mo-Su 08:00-20:00
9467698826,-0.1205534,34.7543576,Moniq,chemist,,Mo-Fr
9467698827,-0.1122333,34.7687601,Atieno Tailoring Shop,tailor,,Mo-Su 08:00-18:00
9467698832,-0.0534934,34.7884613,Mama Dota Tailoring Shop,tailor,,Mo-Sa 08:00-18:00
9467698834,-0.0737128,34.7810857,Lolwe Tailoring,tailor,,Mo-Sa 08:00-20:00
9467698836,-0.1324017,34.743435,House,chemist,,Mo-Fr 10:00-18:00
9467698837,-0.0886464,34.7796477,Mama Dorian Dress Making Shop,tailor,,Mo-Sa 08:00-18:30
9467698839,-0.071092,34.8091324,Kibos,tailor,,Mo-Fr 08:00-17:00
9467698840,-0.095655,34.7673314,Real Fasion,chemist,,"Mo-Fr,Su 08:00-19:00"
9467698842,-0.0952358,34.7669469,Lilian Oyugi,chemist,,Mo-Fr 09:00-16:00
9467698844,-0.0990553,34.7697439,Brook,chemist,,Mo-Th 08:00-19:00
9467698846,-0.10383,34.7576063,Supremer Industry Kenya Limited,tailor,,Mo-Sa 08:00-17:00
9467698847,-0.064368,34.7630084,Obama Tailoring,tailor,,Mo-Sa 08:00-18:00
9467698848,-0.0962042,34.7700361,Nice Tailoring,tailor,,Mo-Fr 08:30-18:00
9467698854,-0.0956436,34.7673327,Agustin Shop,chemist,,Mo-Su 09:00-19:00
9467698861,-0.1202091,34.761459,Pheny,chemist,,"Mo-Fr,Su 10:00-18:00"
9467698864,-0.1500741,34.8254082,Ka Onyango Odoyo Tailoring,tailor,,Mo-Sa 08:00-20:00
9467698871,-0.1171852,34.7622201,Eunice,chemist,,"Mo-Fr,Su 08:00-16:00"
9467698872,-0.0957017,34.7671989,Shayla,chemist,,Mo-Sa 10:00-18:00
9467698876,-0.0384567,34.6819143,Dag Chikruok Fashion And Design Tailoring,tailor,,Mo-Sa 10:00-18:00
9467698878,-0.1317738,34.7440894,Dorine Dress Making,tailor,,Mo-Sa 09:00-18:00
9467698891,-0.0250049,34.7471075,Queens Beauty Shop,tailor,,Mo-Sa 08:00-18:00
9467698892,-0.0857188,34.777979,Nancy Tailoring Shop,tailor,,Mo-Sa 08:00-18:00
9467698897,-0.0966682,34.7697743,Eva's Tailoring Shop,tailor,,Mo-Fr 08:00-19:00
9467698906,-0.0786617,34.7691515,James,chemist,,Mo-Sa 08:00-19:00
9467698912,-0.0243392,34.7457139,Rembo Tailoring,tailor,,"Mo-We,Fr,Sa 08:00-18:00"
9467698913,-0.1502055,34.8262411,Ka Sharon Tailoring,tailor,,Mo-Sa 08:00-19:00
9467698915,-0.0588855,34.7846857,Nyanya's Tailors,tailor,,Mo-Sa 08:00-18:00
9467698918,-0.1161411,34.786713,Mama Gloria Shop,chemist,,Mo-Sa 09:00-18:00
9467698920,-0.0965338,34.7809887,Emma Tailor Shop,tailor,,Mo-Sa 10:00-18:00
9467698921,-0.1189273,34.7598649,Mama Jay,chemist,,Mo-Sa 08:00-17:00
9467698922,-0.0737734,34.6895722,Diana,tailor,,Mo-Sa 09:00-18:00
9467698927,-0.0878873,34.7807125,Josephine,tailor,,Mo-Sa 09:00-17:00
9467698928,-0.1316819,34.7440815,Doreen's Dress Making & Saloon,tailor,,Mo-Su
9467698932,-0.0385309,34.6804578,Mama Becky Tailoring Shop,tailor,,Mo-Fr 10:00-18:00
9467698933,-0.1175331,34.7596055,Jiji Design,tailor,,Mo-Fr
9467698936,-0.1230309,34.7522629,Filida Quick Access,chemist,,"Mo-Fr,Su"
9467698939,-0.0967368,34.7810021,Stacy,chemist,,Mo-Su
9467698940,-0.1036849,34.7579966,Ankara Place,tailor,,Mo-Sa 09:00-18:00
9467698947,-0.050795,34.8065251,Mama Nicole Tailoring,tailor,,Mo-Sa 11:00-18:30
9467698952,-0.0480606,34.8047314,Nyabondo Tailoring Shop,tailor,,Mo-Fr 10:00-18:00
9467698955,-0.1130299,34.765803,Jesca Shop,chemist,,Mo-Su 08:00-18:00
9467698963,-0.0756106,34.7767177,Josephine Shop,tailor,,Mo-Sa 08:00-18:00
9467698966,-0.1229344,34.752345,Rosy's Apparel,tailor,,Mo-Fr
9467698968,-0.0814244,34.7714567,Dan's Fashions,tailor,,Mo-Sa 08:00-18:00
9467698969,-0.0992005,34.7804817,Joseph,chemist,,"Mo-Fr,Su 10:00-18:00"
9467698972,-0.083549,34.7744642,Terry Fashions And Design,tailor,,Mo-Fr 10:00-18:00
9467698976,-0.118715,34.7579417,Violet Apparel,tailor,,Mo-Fr
9467698981,-0.0787433,34.7692,Hudson Tailor Shop,tailor,,Mo-Sa 08:00-19:00
9467698984,-0.0779769,34.7920643,Jannet Shop,chemist,,Mo-Sa 09:00-18:00
9467698986,-0.0807934,34.7758351,Raakez,tailor,,Mo-Sa 08:00-18:00
9467698989,-0.0607037,34.7806516,Flevicks Complex Shop,chemist,,Mo-Sa 09:00-18:00
9467698992,-0.1275433,34.7506967,Rystobiz Design,tailor,,Mo-Fr
9467698996,-0.0890568,34.7701046,Monroe Beauty Shop,chemist,,Mo-Su 08:00-18:00
9467699001,-0.1129289,34.7677798,Winny Tailoring Shop,tailor,,"Mo-Fr,Su 08:00-19:00"
9467699005,-0.1038568,34.7576471,Kibos Sugar And Allied Industries,chemist,,Mo-Su sunset-sunrise open
9467699012,-0.1150767,34.7647999,Bether,chemist,,"Mo-Fr,Su 10:00-18:00"
9467699025,-0.0492768,34.8046549,Ann Tailoring Shop,tailor,,Mo-Sa 07:00-19:00
9467699026,-0.082881,34.767462,Kmet,tailor,,Mo-Sa 08:00-18:00
9963957456,-0.0830599,34.7768351,Mejasan Photo Studio,photo,,Mo-Sa 08:00-20:00
10220091923,-0.107399,34.7692962,Odds & Ends,furniture,,
10559137642,-0.1068974,34.7520682,Chandarana FoodPlus,supermarket,,
10579036145,-0.0831103,34.7748747,Sintora General Hardware,hardware,,
10579036147,-0.0831142,34.7747058,Amigo Hardware Ltd.,hardware,,
10579036148,-0.082885,34.774885,Kisumu Poultry Centre Appointed Distributors,yes,,
10579036149,-0.0830038,34.774878,Micromed Pharmacy,chemist,,
10579036150,-0.0827821,34.7748429,Citymart electricals & Hardware,electrical,,
10588857558,-0.0929534,34.7638524,Roastiez butchery,butcher,,
10588857559,-0.0928839,34.7637912,Platinum Liquor World,alcohol,,
10676351501,-0.0805892,34.7821906,Bhole Kondele Ltd.,hardware,,
10676351503,-0.0751364,34.7961832,Migosi Hardware,hardware,,
10718898100,-0.0781062,34.7727546,Nyawita,,marketplace,
10758265053,-0.119395,34.7889988,Elyco Motors Limited,car_repair,,
10796828642,-0.0792897,34.7554929,Toyota,car_repair,,
10796828643,-0.0921045,34.7566319,Kisumu Toyota,car,,
10796834255,-0.0906779,34.7570587,Fuso Mitsubishi Motors,car,,
10860047051,0.0349866,34.691672,Bukuga Market,,marketplace,
10898735238,-0.0983258,34.7625758,Carrefour,supermarket,,
10898735241,-0.0983325,34.7629265,Toyzoona Limited,Educational Toys,,Mo-Su 10:00-21:00
10898735243,-0.098463,34.7618688,Bata,shoes,,
10898822426,-0.1046942,34.7533867,Optica,optician,,
10898822429,-0.1040425,34.7524668,Jade Collections,clothes,,
10898822430,-0.104131,34.7527208,Carrefour,supermarket,,
10898822431,-0.1039848,34.7526448,Beyond Fruits,greengrocer,,
10898875921,-0.1036224,34.7524032,Oppo,mobile_phone,,
10898875922,-0.1036835,34.7529235,,mobile_phone,,
10898875924,-0.1020147,34.7523075,Safaricom,mobile_phone,,
10904818374,-0.1037513,34.7524553,Tecno,mobile_phone,,
10904818375,-0.104126,34.7522611,Nila Baby Shop,baby_goods,,
10904818376,-0.1042038,34.7525347,Valentine Cake House,pastry,,
10904818377,-0.104119,34.7531917,Bata,shoes,,
10904818378,-0.102912,34.752547,Text Book World Ltd.,books,,
10904818379,-0.10278,34.7524737,Bata,shoes,,
10904818382,-0.1013066,34.7533028,Indcom Enterprises Ltd.,yes,,
10904818383,-0.0982816,34.7536518,Kisumu City Auto Tyres,tyres,,
10904818384,-0.0983883,34.7535819,Piki Piki Agencies,motorcycle_repair,,
10904818389,-0.0985353,34.7533451,Crown Paints,paint,,
10904818395,-0.0987268,34.7530779,Skylark,bathroom_furnishing,,
10904818396,-0.0992911,34.7525336,Vision Techno Trade Company Ltd.,doityourself,,
10918048834,-0.1011591,34.7514069,Yaken Electronics,electronics,,
10918048835,-0.1010258,34.7516154,Hubsan Tools,doityourself,,
10918048836,-0.1009364,34.7515715,Fulshand Keshav Ji Shah Bookshop,books,,
10918048837,-0.1009744,34.751308,Kenya Credit Traders Ltd.,money_lender,,
10918048838,-0.101049,34.7513485,Lafey Electricals & Machineries,electrical,,
10918048839,-0.1008243,34.7515054,A to Z Ltd.,clothes,,
10918048840,-0.1007454,34.7514741,Honda,motorcycle,,
10918048842,-0.1007533,34.7512098,Yamaz Electricals & Home Appliances,appliance,,
10918064954,-0.1030007,34.7522028,Samsung,electronics,,
10918064956,-0.1033228,34.7523077,Infinix,mobile_phone,,
10918064957,-0.1029266,34.7521794,Tecno,mobile_phone,,
10918064958,-0.1032169,34.7522671,Oppo,mobile_phone,,
10918157042,-0.0818858,34.7283103,Jambojet,ticket,,
10918157043,-0.081631,34.7287529,Kenya Airways,ticket,,
10918157044,-0.0818268,34.7288655,Safaricom,mobile_phone,,
10921144544,-0.0975036,34.7501618,Prafulla enterprises Ltd.,wholesale,,
10921144545,-0.0973951,34.750299,Dr. Matress,bed,,
10921144546,-0.0972279,34.7501655,Fairdeal home& Office Furniture,furniture,,
10921144547,-0.0971929,34.7504725,Trans Africa Water,hardware,,
10921144548,-0.0972316,34.7508893,Davis & Shirtliff,hardware,,
10921144549,-0.0973863,34.7510091,Office Mart,stationery,,
10921144550,-0.103898,34.7530257,Office Mart,stationery,,
10921144551,-0.0970208,34.7511444,Jumbo Steel Mills,hardware,,
10921245482,-0.0963208,34.7512638,Jumbo Steel Mills,hardware,,
10921245483,-0.0963775,34.7517957,Reliance Auto Centre,car_repair,,
10921245484,-0.096264,34.7518993,Bachulal popatlal,gas,,
10921245485,-0.0961663,34.7520166,Mjengo Supermart,wholesale,,
10921245486,-0.0958436,34.7518309,Jubilee Jumbo,hardware,,
10921245487,-0.0960685,34.7521163,Nyanza Engineering & Hardware,hardware,,
10921245488,-0.095742,34.7519697,Jubilee Enterprises,hardware,,
10921245489,-0.0959923,34.7522239,Jubilee Hardware,hardware,,
10921245490,-0.0957308,34.7524831,Lionhart Motors,car,,
10921245491,-0.0955963,34.7526323,MAXXIS,tyres,,
10921245493,-0.0953826,34.7524386,Laxmi Hardware,hardware,,
10921245494,-0.0951773,34.7526606,U shop,wholesale,,
10921245495,-0.1042203,34.752035,Healthy U,supermarket,,
10921245496,-0.0950068,34.7534152,Plascon,paint,,
10921245501,-0.0942107,34.7536374,Dura coat,paint,,
10921326304,-0.0939637,34.7538958,KUKI General Merchants Ltd,hardware,,
10921350905,-0.0943958,34.75415,Isuzu,car,,
10921350908,-0.0936567,34.7541324,Jubilee Steel Mills,hardware,,
10921350910,-0.0939413,34.7545516,Chloride Exide,car_parts,,
10926260744,-0.0929497,34.7550666,C&G Motors,motorcycle,,
10926260745,-0.0927352,34.75531,Hardware Tiles & Electricals,hardware,,
10926260746,-0.0929209,34.7556469,DT Dobie,car,,
10926260747,-0.0928452,34.755739,Simba Corp Motors,car,,
10926260748,-0.0927119,34.7558806,Shajanand Hardware & Ceramics,hardware,,
10926260749,-0.0934832,34.7550419,Al Husnain Motors,car,,
10926260750,-0.0919364,34.7568555,Kisumu house of lighting & Decor,interior_decoration,,
10926260751,-0.0923132,34.7562933,Transafrica Motors,car,,
10928722539,-0.0904257,34.7567675,Pabari Enterprises,hardware,,
10928722540,-0.0902484,34.7568175,Basco Products Ltd,paint,,
10928722541,-0.089964,34.7569166,Kifaru Enterprises,hardware,,
10928804983,-0.1069655,34.752007,TACC store Tiles & carpets,carpet,,
10928805128,-0.0905417,34.756741,TACC collection point,interior_decoration,,
10928805131,-0.0909562,34.7565784,Sunbake Enterprises,wholesale,,
10928805132,-0.09146,34.756338,Nyanza Sugar & produce Ltd,farm,,
10928805133,-0.091586,34.756267,Kenya Wine Agencies Ltd,alcohol,,
10928805134,-0.0917394,34.7562257,Extec Construction Marketplace,hardware,,
10928805135,-0.0918287,34.7561593,Mjengo Supermart Ltd,hardware,,
